0	11	22	27	31	35	39	41	42	61	64	66	68	71	83	136	144	151	153	162	172	180	183
0	11	22	27	31	34	35	39	41	42	62	64	65	66	71	83	151	153	172	180	183	190	205
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	151	153	156	170	172	180	183	205
0	11	22	27	31	34	35	36	39	41	42	62	64	65	66	71	83	151	153	172	180	183	195
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	89	90	151	153	172	180	183	190
0	11	22	27	31	35	39	41	42	61	64	66	71	83	119	136	151	153	162	168	172	180	183
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	151	153	170	172	180	183	196	205
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	151	153	170	172	180	183	195	206
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	102	144	151	153	170	172	180	183
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	102	151	153	154	170	172	180	183
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	151	153	170	172	180	183	195	196
0	11	22	27	31	35	39	41	42	61	64	66	68	71	83	136	151	153	162	168	172	180	183
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	102	116	151	153	170	172	180	183
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	102	144	151	153	170	172	180	183
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	119	151	153	170	172	180	183	196
0	11	22	27	31	35	39	41	42	61	64	66	71	83	90	136	151	153	162	168	172	180	183
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	90	102	151	153	170	172	180	183
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	102	116	151	153	170	172	180	183
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	144	151	153	157	170	172	180	183
0	11	22	27	31	35	39	41	42	61	64	66	71	83	116	136	151	153	162	168	172	180	183
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	89	151	153	154	172	180	183	190
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	148	151	153	172	180	183	190
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	151	153	156	170	172	180	183	190
0	11	22	27	31	35	39	41	42	61	64	66	71	83	136	144	151	153	162	168	172	180	183
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	89	144	151	153	172	180	183	190
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	90	102	151	153	170	172	180	183
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	151	153	172	180	183	190	196
0	11	22	27	31	35	39	41	42	61	64	66	71	83	136	151	153	154	162	168	172	180	183
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	89	116	151	153	172	180	183	190
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	148	151	153	172	180	183	205
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	151	153	172	180	183	196	205
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	151	153	154	157	172	180	183
0	11	22	27	31	35	39	41	42	61	64	66	68	71	83	136	151	153	154	162	172	180	183
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	116	151	153	170	172	180	183	196
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	119	151	153	157	170	172	180	183
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	119	151	153	170	172	180	183	196
0	11	22	27	31	35	39	41	42	62	64	66	71	83	116	136	151	153	162	168	172	180	183
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	89	116	151	153	172	180	183
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	151	153	156	170	172	180	183	190
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	144	151	153	157	170	172	180	183
0	11	22	27	31	35	39	41	42	62	64	66	71	83	136	144	151	153	162	168	172	180	183
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	89	90	151	153	172	180	183
0	11	22	27	31	34	35	39	41	42	61	64	65	66	71	83	116	151	153	172	180	183	190
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	116	151	153	157	170	172	180	183
0	11	22	27	31	35	39	41	42	62	64	66	71	83	136	151	153	154	162	168	172	180	183
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	151	153	157	172	180	183	190	205
0	11	22	27	31	34	35	39	41	42	61	64	65	66	71	83	90	151	153	172	180	183	190
0	11	22	27	31	35	39	41	42	62	64	66	71	83	119	136	151	153	162	168	172	180	183
0	11	22	27	31	34	35	39	41	42	62	64	65	66	71	83	116	151	153	170	172	180	183
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	151	153	157	172	180	183	190	195
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	151	153	172	180	183	190	196
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	151	153	157	170	172	180	183	195
0	11	22	27	31	35	39	41	42	62	64	66	71	83	136	151	153	162	168	172	180	183	195
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	119	151	153	157	172	180	183	190
0	11	22	27	31	34	35	39	41	42	61	64	65	66	71	83	151	153	154	170	172	180	183
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	151	153	157	170	172	180	183	205
0	11	22	27	31	35	39	41	42	62	64	66	71	83	136	151	153	162	168	172	180	183	205
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	151	153	157	170	172	180	183	190
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	151	153	157	172	180	183	195
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	90	151	153	172	180	183	196
0	11	22	27	31	35	39	41	42	62	64	66	71	83	136	151	153	162	168	172	180	183	190
0	11	22	27	31	34	35	39	41	42	61	64	65	66	71	83	144	151	153	172	180	183	190
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	89	144	151	153	172	180	183
0	11	22	27	31	35	39	41	42	62	64	66	71	83	90	136	151	153	162	168	172	180	183
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	151	153	170	172	180	183	195	196
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	144	151	153	157	172	180	183
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	144	151	153	157	172	180	183	190
0	11	22	27	31	35	39	41	42	61	64	66	68	71	83	118	136	151	153	162	172	180	183
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	89	151	153	172	180	183	190
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	116	151	153	157	172	180	183
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	151	153	170	172	180	183	190	196
0	11	22	27	31	35	39	41	42	61	64	66	68	71	83	136	151	153	162	170	172	180	183
0	11	22	27	31	34	35	39	41	42	62	64	65	66	71	83	90	151	153	170	172	180	183
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	90	151	153	157	172	180	183
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	116	151	153	157	172	180	183	190
0	11	22	27	31	35	39	41	42	61	64	66	68	71	83	119	136	151	153	162	172	180	183
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	89	151	153	172	180	183	205
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	151	153	156	172	180	183	190	205
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	90	151	153	157	172	180	183	190
0	11	22	27	31	35	39	41	42	61	64	66	68	71	83	136	151	153	162	172	180	183	195
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	89	151	153	172	180	183	195
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	151	153	156	172	180	183	190	195
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	151	153	154	157	170	172	180	183
0	11	22	27	31	35	39	41	42	61	64	66	68	71	83	136	151	153	162	172	180	183	205
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	89	119	151	153	172	180	183
0	11	22	27	31	34	35	39	41	42	61	64	65	66	71	83	151	153	154	172	180	183	190
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	151	153	170	172	180	183	196	205
0	11	22	27	31	35	39	41	42	62	64	66	68	71	83	136	151	153	162	168	172	180	183
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	89	151	153	154	172	180	183
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	119	151	153	156	172	180	183	190
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	90	102	151	153	172	180	183	190
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	89	119	151	153	170	172	180	183
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	151	153	170	172	180	183	205	206
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	151	153	156	172	180	183	190	195
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	116	151	153	157	172	180	183
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	151	153	172	180	183	190	195	206
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	89	151	153	172	180	183	190	195
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	102	151	153	172	180	183	195
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	90	151	153	157	172	180	183
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	151	153	172	180	183	195	206
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	89	119	151	153	172	180	183	190
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	102	151	153	170	172	180	183	195
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	151	153	156	172	180	183	190	205
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	151	153	172	180	183	190	205	206
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	89	151	153	170	172	180	183	190
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	102	119	151	153	172	180	183
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	119	151	153	172	180	183	190	206
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	151	153	154	157	170	172	180	183
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	89	151	153	172	180	183	190
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	102	119	151	153	170	172	180	183
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	119	151	153	156	172	180	183	190
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	151	153	156	172	180	183	190
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	89	151	153	172	180	183	205
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	102	151	153	154	172	180	183
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	144	151	153	172	180	183	190	196
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	119	151	153	170	172	180	183	206
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	89	151	153	170	172	180	183	205
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	102	144	151	153	172	180	183
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	90	151	153	157	170	172	180	183
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	151	153	156	172	180	183	195
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	102	151	153	170	172	180	183	205
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	89	151	153	172	180	183	190	205
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	151	153	172	180	183	190	195	206
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	144	151	153	157	172	180	183
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	90	148	151	153	172	180	183
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	151	153	157	172	180	183	190
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	151	153	170	172	180	183	195	206
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	102	151	153	172	180	183	205
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	102	151	153	172	180	183	190	205
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	90	151	153	170	172	180	183	196
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	119	151	153	172	180	183	190	206
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	102	119	151	153	172	180	183
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	102	151	153	172	180	183	190	195
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	151	153	157	172	180	183	205
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	119	151	153	172	180	183	206
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	102	151	153	154	172	180	183
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	102	119	151	153	172	180	183	190
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	151	153	157	172	180	183	195
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	119	151	153	170	172	180	183	206
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	102	144	151	153	172	180	183
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	102	151	153	170	172	180	183	190
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	119	151	153	157	172	180	183
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	116	151	153	172	180	183	206
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	102	116	151	153	172	180	183
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	102	151	153	172	180	183	190
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	151	153	154	157	172	180	183
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	151	153	154	172	180	183	206
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	90	102	151	153	172	180	183
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	102	151	153	172	180	183	205
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	89	151	153	172	180	183	195
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	102	116	151	153	172	180	183
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	151	153	156	172	180	183	190
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	151	153	172	180	183	205	206
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	102	119	151	153	170	172	180	183
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	151	153	154	157	172	180	183	190
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	151	153	172	180	183	190	206
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	89	151	153	170	172	180	183	190
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	144	148	151	153	170	172	180	183
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	119	151	153	172	180	183	190	196
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	151	153	172	180	183	195	206
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	102	116	151	153	172	180	183	190
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	116	148	151	153	170	172	180	183
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	144	151	153	157	172	180	183	190
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	151	153	154	156	172	180	183
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	90	102	151	153	172	180	183	190
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	90	148	151	153	170	172	180	183
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	151	153	170	172	180	183	190	196
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	119	151	153	156	172	180	183
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	102	151	153	154	170	172	180	183
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	102	151	153	154	172	180	183	190
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	116	151	153	157	172	180	183	190
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	151	153	170	172	180	183	190	206
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	89	151	153	170	172	180	183	205
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	102	116	151	153	172	180	183	190
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	90	151	153	157	172	180	183	190
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	151	153	172	180	183	205	206
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	89	151	153	170	172	180	183	195
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	148	151	153	172	180	183	195
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	102	151	153	172	180	183	190
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	151	153	172	180	183	190	195	196
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	151	153	172	180	183	190	206
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	102	151	153	170	172	180	183	195
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	89	151	153	170	172	180	183	195
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	89	151	153	172	180	183	190	205
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	116	151	153	157	170	172	180	183
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	151	153	170	172	180	183	190	206
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	89	119	151	153	172	180	183
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	144	148	151	153	172	180	183
0	11	22	27	31	34	35	36	39	41	42	62	64	65	66	71	83	151	153	154	172	180	183
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	151	153	156	172	180	183	205
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	89	119	151	153	170	172	180	183
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	148	151	153	154	172	180	183
0	11	22	27	31	34	35	36	39	41	42	62	64	65	66	71	83	144	151	153	172	180	183
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	151	153	172	180	183	190	205	206
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	89	151	153	154	172	180	183
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	119	148	151	153	172	180	183
0	11	22	27	31	34	35	36	39	41	42	62	64	65	66	71	83	116	151	153	172	180	183
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	116	149	151	153	170	172	180	183
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	102	151	153	172	180	183	195
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	102	144	151	153	172	180	183	190
0	11	22	27	31	34	35	36	39	41	42	62	64	65	66	71	83	90	151	153	172	180	183
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	151	153	170	172	180	183	205	206
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	89	90	151	153	170	172	180	183
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	102	151	153	170	172	180	183	205
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	151	153	172	180	183	190	196	205
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	90	149	151	153	170	172	180	183
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	89	119	151	153	172	180	183	190
0	11	22	27	31	34	35	36	39	41	42	62	64	65	66	71	83	151	153	172	180	183	190
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	151	153	157	172	180	183	205
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	151	153	172	180	183	195	196
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	119	151	153	172	180	183	196
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	149	151	153	170	172	180	183	195
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	149	151	153	170	172	180	183	195
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	102	119	151	153	172	180	183	190
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	149	151	153	170	172	180	183	205
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	119	149	151	153	172	180	183
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	144	148	151	153	172	180	183	190
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	151	153	154	156	170	172	180	183
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	119	149	151	153	170	172	180	183
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	119	148	151	153	172	180	183	190
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	90	151	153	172	180	183	196
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	149	151	153	154	172	180	183
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	148	151	153	172	180	183	190	205
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	144	151	153	170	172	180	183	206
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	148	151	153	172	180	183	195
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	89	151	153	172	180	183	190	195
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	119	151	153	156	170	172	180	183
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	144	149	151	153	172	180	183	190
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	90	148	151	153	170	172	180	183
0	11	22	27	31	34	35	39	41	42	61	64	65	66	71	83	144	151	153	170	172	180	183
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	116	149	151	153	172	180	183	190
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	144	151	153	172	180	183	206
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	151	153	154	172	180	183	196
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	116	151	153	170	172	180	183	206
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	116	151	153	172	180	183	206
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	144	151	153	172	180	183	196
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	90	149	151	153	172	180	183
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	148	151	153	154	172	180	183	190
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	116	151	153	156	172	180	183
0	11	22	27	31	34	35	36	39	41	42	61	64	65	66	71	83	90	151	153	172	180	183
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	102	151	153	172	180	183	190	195
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	119	149	151	153	172	180	183	190
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	148	151	153	170	172	180	183	195
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	144	149	151	153	172	180	183	190
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	149	151	153	172	180	183	190	195
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	119	148	151	153	172	180	183
0	11	22	27	31	34	35	36	39	41	42	61	64	65	66	71	83	119	151	153	172	180	183
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	116	151	153	172	180	183	190	206
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	119	148	151	153	170	172	180	183
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	116	149	151	153	172	180	183	190
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	144	151	153	172	180	183	190	206
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	148	151	153	154	172	180	183
0	11	22	27	31	34	35	36	39	41	42	61	64	65	66	71	83	151	153	154	172	180	183
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	144	151	153	172	180	183	190	206
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	144	148	151	153	172	180	183
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	90	149	151	153	172	180	183	190
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	149	151	153	172	180	183	190	205
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	116	148	151	153	172	180	183
0	11	22	27	31	34	35	36	39	41	42	61	64	65	66	71	83	144	151	153	172	180	183
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	151	153	154	172	180	183	190	206
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	90	148	151	153	172	180	183
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	149	151	153	154	170	172	180	183
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	149	151	153	154	172	180	183	190
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	102	151	153	172	180	183	190	205
0	11	22	27	31	34	35	36	39	41	42	61	64	65	66	71	83	116	151	153	172	180	183
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	90	151	153	156	172	180	183
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	90	151	153	172	180	183	206
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	116	151	153	172	180	183	196
0	11	22	27	31	34	35	36	39	41	42	61	64	66	71	83	116	149	151	153	172	180	183
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	116	151	153	156	172	180	183	190
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	90	148	151	153	172	180	183	190
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	151	153	154	172	180	183	190	196
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	151	153	154	170	172	180	183	206
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	148	151	153	154	170	172	180	183
0	11	22	27	31	34	35	39	41	42	61	64	66	71	83	90	151	153	157	170	172	180	183
0	11	22	27	31	34	35	36	39	41	42	62	64	66	71	83	144	149	151	153	172	180	183
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	144	148	151	153	170	172	180	183
0	11	22	27	31	34	35	39	41	42	62	64	66	71	83	119	151	153	157	170	172	180	183
