0	11	22	27	31	35	39	41	42	61	64	66	71	83	136	151	153	156	162	172	180	183	190	205
0	11	22	27	31	35	36	39	41	42	62	64	66	71	83	136	151	153	162	172	180	183	196	205
0	11	22	27	31	35	39	41	42	61	64	66	71	83	136	151	153	162	170	172	180	183	205	206
0	11	22	27	31	35	36	39	41	42	62	64	66	71	83	89	136	151	153	162	172	180	183	190
0	11	22	27	31	35	36	39	41	42	61	64	66	71	83	136	148	151	153	154	162	172	180	183
0	11	22	27	31	35	36	39	41	42	61	64	66	71	83	119	136	151	153	162	172	180	183	196
0	11	22	27	31	35	39	41	42	61	64	66	71	83	119	136	151	153	162	172	180	183	190	206
0	11	22	27	31	35	39	41	42	62	64	66	71	83	119	136	149	151	153	162	170	172	180	183
0	11	22	27	31	35	36	39	41	42	62	64	66	71	83	136	151	153	156	162	172	180	183	195
0	11	22	27	31	35	36	39	41	42	62	64	66	71	83	102	136	151	153	154	162	172	180	183
0	11	22	27	31	35	39	41	42	61	64	65	66	71	83	136	151	153	162	170	172	180	183	195
0	11	22	27	31	35	36	39	41	42	61	64	66	71	83	136	151	153	157	162	172	180	183	190
0	11	22	27	31	35	39	41	42	62	64	66	71	83	90	136	151	153	156	162	170	172	180	183
0	11	22	27	31	35	36	39	41	42	62	64	66	71	83	89	136	144	151	153	162	172	180	183
0	11	22	27	31	35	36	39	41	42	62	64	66	71	83	136	151	153	162	172	180	183	190	196
0	11	22	27	31	35	39	41	42	61	64	66	71	83	136	151	153	157	162	172	180	183	190	205
0	11	22	27	31	35	39	41	42	62	64	65	66	71	83	136	151	153	154	162	170	172	180	183
0	11	22	27	31	35	39	41	42	62	64	66	71	83	136	151	153	162	170	172	180	183	196	205
0	11	22	27	31	35	36	39	41	42	62	64	66	71	83	136	151	153	162	172	180	183	190	206
0	11	22	27	31	35	36	39	41	42	61	64	66	71	83	89	136	151	153	162	172	180	183	195
0	11	22	27	31	35	39	41	42	62	64	66	71	83	136	148	151	153	162	170	172	180	183	205
0	11	22	27	31	35	39	41	42	61	64	66	71	83	116	136	148	151	153	162	170	172	180	183
0	11	22	27	31	35	39	41	42	62	64	66	71	83	119	136	148	151	153	162	170	172	180	183
0	11	22	27	31	35	39	41	42	61	64	66	71	83	119	136	151	153	157	162	170	172	180	183
0	11	22	27	31	35	36	39	41	42	62	64	65	66	71	83	136	144	151	153	162	172	180	183
0	11	22	27	31	35	39	41	42	62	64	66	71	83	136	149	151	153	162	170	172	180	183	195
0	11	22	27	31	35	39	41	42	61	64	66	71	83	90	136	151	153	157	162	170	172	180	183
0	11	22	27	31	35	36	39	41	42	62	64	65	66	71	83	136	151	153	154	162	172	180	183
0	11	22	27	31	35	39	41	42	62	64	66	71	83	136	151	153	162	170	172	180	183	190	196
0	11	22	27	31	35	39	41	42	61	64	66	71	83	136	144	148	151	153	162	170	172	180	183
0	11	22	27	31	35	39	41	42	62	64	66	71	83	90	136	151	153	162	172	180	183	190	196
0	11	22	27	31	35	39	41	42	61	64	66	71	83	116	136	151	153	156	162	170	172	180	183
0	11	22	27	31	35	36	39	41	42	61	64	66	71	83	136	149	151	153	162	172	180	183	205
0	11	22	27	31	35	39	41	42	62	64	66	71	83	89	136	151	153	162	170	172	180	183	195
0	11	22	27	31	35	36	39	41	42	62	64	66	71	83	119	136	151	153	162	172	180	183	206
0	11	22	27	31	35	39	41	42	62	64	66	71	83	136	144	151	153	162	170	172	180	183	206
0	11	22	27	31	35	39	41	42	62	64	66	71	83	136	151	153	154	162	170	172	180	183	196
0	11	22	27	31	35	36	39	41	42	61	64	66	71	83	136	151	153	162	172	180	183	196	205
0	11	22	27	31	35	39	41	42	61	64	66	71	83	119	136	148	151	153	162	170	172	180	183
0	11	22	27	31	35	36	39	41	42	61	64	66	71	83	102	136	151	153	154	162	172	180	183
0	11	22	27	31	35	39	41	42	61	64	66	71	83	89	119	136	151	153	162	170	172	180	183
0	11	22	27	31	35	39	41	42	62	64	66	71	83	116	136	151	153	162	170	172	180	183	196
0	11	22	27	31	35	39	41	42	61	64	66	71	83	136	148	151	153	162	170	172	180	183	205
0	11	22	27	31	35	36	39	41	42	62	64	66	71	83	102	136	151	153	162	172	180	183	195
0	11	22	27	31	35	36	39	41	42	61	64	66	71	83	136	151	153	156	162	172	180	183	195
0	11	22	27	31	35	39	41	42	62	64	65	66	71	83	116	136	151	153	162	170	172	180	183
0	11	22	27	31	35	36	39	41	42	61	64	66	71	83	136	151	153	156	162	172	180	183	205
0	11	22	27	31	35	39	41	42	61	64	66	71	83	136	151	153	157	162	170	172	180	183	195
0	11	22	27	31	35	39	41	42	61	64	66	71	83	136	144	151	153	162	170	172	180	183	206
0	11	22	27	31	35	39	41	42	61	64	65	66	71	83	119	136	151	153	162	170	172	180	183
0	11	22	27	31	35	39	41	42	61	64	66	71	83	102	119	136	151	153	162	170	172	180	183
0	11	22	27	31	35	39	41	42	62	64	66	71	83	136	144	151	153	156	162	170	172	180	183
0	11	22	27	31	35	36	39	41	42	61	64	66	71	83	102	116	136	151	153	162	172	180	183
0	11	22	27	31	35	39	41	42	61	64	65	66	71	83	136	144	151	153	162	170	172	180	183
0	11	22	27	31	35	36	39	41	42	61	64	66	71	83	89	136	151	153	162	172	180	183	190
0	11	22	27	31	35	39	41	42	62	64	66	71	83	89	119	136	151	153	162	170	172	180	183
0	11	22	27	31	35	39	41	42	61	64	66	71	83	136	149	151	153	162	170	172	180	183	190
0	11	22	27	31	35	39	41	42	62	64	66	71	83	136	144	148	151	153	162	170	172	180	183
0	11	22	27	31	35	39	41	42	62	64	66	71	83	136	144	151	153	162	172	180	183	190	206
0	11	22	27	31	35	36	39	41	42	61	64	66	71	83	136	151	153	162	172	180	183	195	196
0	11	22	27	31	35	36	39	41	42	62	64	66	71	83	90	136	151	153	162	172	180	183	206
0	11	22	27	31	35	39	41	42	61	64	66	71	83	136	151	153	162	172	180	183	190	205	206
0	11	22	27	31	35	39	41	42	62	64	66	71	83	136	149	151	153	162	170	172	180	183	205
0	11	22	27	31	35	39	41	42	61	64	66	71	83	90	136	148	151	153	162	172	180	183	190
0	11	22	27	31	35	39	41	42	61	64	66	71	83	102	136	151	153	154	162	172	180	183	190
0	11	22	27	31	35	36	39	41	42	62	64	66	71	83	136	151	153	162	172	180	183	205	206
0	11	22	27	31	35	39	41	42	62	64	66	71	83	116	136	151	153	157	162	170	172	180	183
0	11	22	27	31	35	36	39	41	42	62	64	66	71	83	136	151	153	156	162	172	180	183	190
0	11	22	27	31	35	39	41	42	61	64	65	66	71	83	136	151	153	162	172	180	183	190	205
0	11	22	27	31	35	39	41	42	62	64	66	71	83	136	144	151	153	157	162	172	180	183	190
0	11	22	27	31	35	39	41	42	62	64	65	66	71	83	136	151	153	162	170	172	180	183	195
0	11	22	27	31	35	36	39	41	42	62	64	66	71	83	90	136	151	153	157	162	172	180	183
0	11	22	27	31	35	39	41	42	62	64	66	71	83	102	136	151	153	162	172	180	183	190	205
0	11	22	27	31	35	39	41	42	62	64	66	71	83	102	136	151	153	162	170	172	180	183	190
0	11	22	27	31	35	39	41	42	62	64	66	71	83	136	151	153	156	162	170	172	180	183	195
0	11	22	27	31	35	39	41	42	62	64	65	66	71	83	116	136	151	153	162	172	180	183	190
0	11	22	27	31	35	36	39	41	42	61	64	66	71	83	102	136	151	153	162	172	180	183	190
0	11	22	27	31	35	36	39	41	42	61	64	66	71	83	136	149	151	153	154	162	172	180	183
0	11	22	27	31	35	39	41	42	61	64	65	66	71	83	116	136	151	153	162	170	172	180	183
0	11	22	27	31	35	36	39	41	42	61	64	66	71	83	119	136	148	151	153	162	172	180	183
0	11	22	27	31	35	39	41	42	61	64	66	71	83	90	102	136	151	153	162	172	180	183	190
0	11	22	27	31	35	39	41	42	62	64	66	71	83	90	136	151	153	162	170	172	180	183	196
0	11	22	27	31	35	36	39	41	42	62	64	65	66	71	83	119	136	151	153	162	172	180	183
0	11	22	27	31	35	39	41	42	62	64	66	71	83	136	151	153	154	162	170	172	180	183	206
0	11	22	27	31	35	39	41	42	62	64	66	71	83	90	102	136	151	153	162	170	172	180	183
0	11	22	27	31	35	39	41	42	61	64	66	71	83	89	136	151	153	162	172	180	183	190	195
0	11	22	27	31	35	36	39	41	42	62	64	66	71	83	116	136	151	153	162	172	180	183	206
0	11	22	27	31	35	36	39	41	42	62	64	66	71	83	136	148	151	153	154	162	172	180	183
0	11	22	27	31	35	39	41	42	62	64	65	66	71	83	119	136	151	153	162	170	172	180	183
0	11	22	27	31	35	39	41	42	61	64	66	71	83	136	148	151	153	154	162	172	180	183	190
0	11	22	27	31	35	36	39	41	42	62	64	65	66	71	83	136	151	153	162	172	180	183	205
0	11	22	27	31	35	39	41	42	62	64	66	71	83	136	151	153	154	162	172	180	183	190	206
0	11	22	27	31	35	36	39	41	42	62	64	66	71	83	136	144	151	153	156	162	172	180	183
0	11	22	27	31	35	39	41	42	61	64	65	66	71	83	136	151	153	162	172	180	183	190	195
0	11	22	27	31	35	36	39	41	42	61	64	66	71	83	136	151	153	154	156	162	172	180	183
0	11	22	27	31	35	39	41	42	61	64	66	71	83	90	136	151	153	156	162	172	180	183	190
0	11	22	27	31	35	36	39	41	42	61	64	66	71	83	136	148	151	153	162	172	180	183	195
0	11	22	27	31	35	39	41	42	62	64	66	71	83	89	136	151	153	162	172	180	183	190	205
0	11	22	27	31	35	39	41	42	62	64	66	71	83	136	151	153	157	162	170	172	180	183	195
0	11	22	27	31	35	39	41	42	61	64	66	71	83	119	136	151	153	162	172	180	183	190	196
0	11	22	27	31	35	39	41	42	61	64	66	71	83	116	136	151	153	162	170	172	180	183	206
0	11	22	27	31	35	39	41	42	61	64	66	71	83	116	136	151	153	156	162	172	180	183	190
0	11	22	27	31	35	39	41	42	61	64	66	71	83	116	136	151	153	162	170	172	180	183	196
0	11	22	27	31	35	39	41	42	61	64	66	71	83	136	151	153	162	170	172	180	183	190	196
0	11	22	27	31	35	39	41	42	61	64	66	71	83	136	149	151	153	162	170	172	180	183	205
0	11	22	27	31	35	36	39	41	42	61	64	66	71	83	102	136	144	151	153	162	172	180	183
0	11	22	27	31	35	39	41	42	61	64	66	71	83	90	136	151	153	162	170	172	180	183	206
0	11	22	27	31	35	39	41	42	61	64	66	71	83	136	144	151	153	156	162	172	180	183	190
0	11	22	27	31	35	36	39	41	42	62	64	65	66	71	83	136	151	153	162	172	180	183	190
0	11	22	27	31	35	36	39	41	42	61	64	66	71	83	90	136	151	153	156	162	172	180	183
0	11	22	27	31	35	36	39	41	42	61	64	65	66	71	83	136	151	153	162	172	180	183	205
0	11	22	27	31	35	36	39	41	42	62	64	66	71	83	119	136	148	151	153	162	172	180	183
0	11	22	27	31	35	36	39	41	42	61	64	66	71	83	119	136	151	153	156	162	172	180	183
0	11	22	27	31	35	39	41	42	61	64	66	71	83	136	151	153	162	172	180	183	190	195	196
0	11	22	27	31	35	36	39	41	42	61	64	66	71	83	116	136	148	151	153	162	172	180	183
0	11	22	27	31	35	39	41	42	62	64	66	71	83	136	151	153	154	157	162	172	180	183	190
0	11	22	27	31	35	39	41	42	61	64	65	66	71	83	90	136	151	153	162	170	172	180	183
0	11	22	27	31	35	39	41	42	61	64	66	71	83	119	136	149	151	153	162	170	172	180	183
0	11	22	27	31	35	39	41	42	61	64	66	71	83	136	151	153	162	172	180	183	190	195	206
0	11	22	27	31	35	36	39	41	42	61	64	66	71	83	136	144	151	153	156	162	172	180	183
0	11	22	27	31	35	39	41	42	61	64	66	71	83	136	144	151	153	156	162	170	172	180	183
0	11	22	27	31	35	39	41	42	61	64	66	71	83	102	116	136	151	153	162	172	180	183	190
0	11	22	27	31	35	39	41	42	61	64	66	71	83	90	136	151	153	162	170	172	180	183	196
0	11	22	27	31	35	39	41	42	62	64	66	71	83	136	144	149	151	153	162	172	180	183	190
0	11	22	27	31	35	39	41	42	61	64	66	71	83	136	151	153	154	162	170	172	180	183	206
0	11	22	27	31	35	36	39	41	42	61	64	66	71	83	116	136	151	153	156	162	172	180	183
0	11	22	27	31	35	39	41	42	62	64	65	66	71	83	136	144	151	153	162	172	180	183	190
0	11	22	27	31	35	36	39	41	42	62	64	66	71	83	136	151	153	157	162	172	180	183	195
0	11	22	27	31	35	39	41	42	62	64	66	71	83	136	149	151	153	162	172	180	183	190	205
0	11	22	27	31	35	36	39	41	42	61	64	66	71	83	136	149	151	153	162	172	180	183	190
0	11	22	27	31	35	36	39	41	42	61	64	66	71	83	119	136	149	151	153	162	172	180	183
0	11	22	27	31	35	36	39	41	42	62	64	66	71	83	89	136	151	153	162	172	180	183	205
0	11	22	27	31	35	39	41	42	61	64	66	71	83	119	136	151	153	156	162	170	172	180	183
0	11	22	27	31	35	36	39	41	42	62	64	66	71	83	136	151	153	154	157	162	172	180	183
0	11	22	27	31	35	39	41	42	62	64	66	71	83	116	136	149	151	153	162	170	172	180	183
0	11	22	27	31	35	39	41	42	62	64	66	71	83	90	136	151	153	162	172	180	183	190	206
0	11	22	27	31	35	36	39	41	42	61	64	66	71	83	136	144	148	151	153	162	172	180	183
0	11	22	27	31	35	36	39	41	42	62	64	65	66	71	83	90	136	151	153	162	172	180	183
0	11	22	27	31	35	39	41	42	61	64	66	71	83	89	136	151	153	162	172	180	183	190	205
0	11	22	27	31	35	39	41	42	61	64	66	71	83	136	151	153	154	156	162	172	180	183	190
0	11	22	27	31	35	36	39	41	42	61	64	66	71	83	102	136	151	153	162	172	180	183	195
0	11	22	27	31	35	36	39	41	42	62	64	66	71	83	136	151	153	156	162	172	180	183	205
0	11	22	27	31	35	39	41	42	62	64	66	71	83	116	136	151	153	156	162	172	180	183	190
0	11	22	27	31	35	36	39	41	42	62	64	66	71	83	136	151	153	154	156	162	172	180	183
0	11	22	27	31	35	39	41	42	61	64	66	71	83	136	149	151	153	154	162	172	180	183	190
0	11	22	27	31	35	39	41	42	62	64	66	71	83	89	116	136	151	153	162	170	172	180	183
0	11	22	27	31	35	39	41	42	61	64	65	66	71	83	119	136	151	153	162	172	180	183	190
0	11	22	27	31	35	39	41	42	61	64	66	71	83	116	136	148	151	153	162	172	180	183	190
0	11	22	27	31	35	39	41	42	62	64	66	71	83	89	136	144	151	153	162	170	172	180	183
0	11	22	27	31	35	36	39	41	42	62	64	66	71	83	136	151	153	162	172	180	183	195	206
0	11	22	27	31	35	36	39	41	42	62	64	66	71	83	136	151	153	157	162	172	180	183	205
0	11	22	27	31	35	36	39	41	42	61	64	66	71	83	90	136	149	151	153	162	172	180	183
0	11	22	27	31	35	39	41	42	62	64	66	71	83	136	144	151	153	156	162	172	180	183	190
0	11	22	27	31	35	36	39	41	42	62	64	66	71	83	136	144	151	153	157	162	172	180	183
0	11	22	27	31	35	39	41	42	61	64	66	71	83	136	148	151	153	162	170	172	180	183	195
0	11	22	27	31	35	36	39	41	42	62	64	66	71	83	136	144	151	153	162	172	180	183	206
0	11	22	27	31	35	39	41	42	61	64	66	71	83	89	136	151	153	162	170	172	180	183	190
0	11	22	27	31	35	39	41	42	61	64	66	71	83	116	136	151	153	157	162	170	172	180	183
0	11	22	27	31	35	36	39	41	42	61	64	66	71	83	102	136	151	153	162	172	180	183	205
0	11	22	27	31	35	39	41	42	61	64	66	71	83	119	136	151	153	157	162	172	180	183	190
0	11	22	27	31	35	36	39	41	42	62	64	65	66	71	83	136	151	153	162	172	180	183	195
0	11	22	27	31	35	36	39	41	42	62	64	66	71	83	136	148	151	153	162	172	180	183	190
0	11	22	27	31	35	39	41	42	61	64	66	71	83	102	136	144	151	153	162	172	180	183	190
0	11	22	27	31	35	36	39	41	42	62	64	66	71	83	90	136	151	153	156	162	172	180	183
0	11	22	27	31	35	39	41	42	62	64	66	71	83	136	151	153	154	157	162	170	172	180	183
0	11	22	27	31	35	39	41	42	62	64	66	71	83	102	136	151	153	162	172	180	183	190	195
0	11	22	27	31	35	39	41	42	62	64	66	71	83	90	136	149	151	153	162	170	172	180	183
0	11	22	27	31	35	39	41	42	62	64	66	71	83	119	136	151	153	157	162	170	172	180	183
0	11	22	27	31	35	39	41	42	62	64	66	71	83	136	149	151	153	162	172	180	183	190	195
0	11	22	27	31	35	39	41	42	62	64	66	71	83	89	119	136	151	153	162	172	180	183	190
0	11	22	27	31	35	39	41	42	62	64	66	71	83	116	136	151	153	157	162	172	180	183	190
0	11	22	27	31	35	39	41	42	62	64	66	71	83	136	144	148	151	153	162	172	180	183	190
0	11	22	27	31	35	36	39	41	42	62	64	66	71	83	136	151	153	157	162	172	180	183	190
0	11	22	27	31	35	39	41	42	62	64	66	71	83	136	151	153	157	162	170	172	180	183	205
0	11	22	27	31	35	36	39	41	42	62	64	65	66	71	83	116	136	151	153	162	172	180	183
0	11	22	27	31	35	39	41	42	61	64	66	71	83	136	149	151	153	162	170	172	180	183	195
0	11	22	27	31	35	36	39	41	42	62	64	66	71	83	116	136	151	153	156	162	172	180	183
0	11	22	27	31	35	36	39	41	42	61	64	66	71	83	136	144	149	151	153	162	172	180	183
0	11	22	27	31	35	36	39	41	42	61	64	66	71	83	102	119	136	151	153	162	172	180	183
0	11	22	27	31	35	39	41	42	62	64	65	66	71	83	136	151	153	154	162	172	180	183	190
0	11	22	27	31	35	39	41	42	61	64	66	71	83	90	136	151	153	162	172	180	183	190	206
0	11	22	27	31	35	39	41	42	61	64	66	71	83	102	136	151	153	154	162	170	172	180	183
0	11	22	27	31	35	39	41	42	61	64	66	71	83	136	151	153	157	162	172	180	183	190	195
0	11	22	27	31	35	39	41	42	62	64	66	71	83	136	151	153	154	156	162	172	180	183	190
0	11	22	27	31	35	39	41	42	62	64	66	71	83	136	144	149	151	153	162	170	172	180	183
0	11	22	27	31	35	39	41	42	62	64	66	71	83	116	136	151	153	162	172	180	183	190	206
0	11	22	27	31	35	36	39	41	42	62	64	66	71	83	119	136	151	153	156	162	172	180	183
0	11	22	27	31	35	39	41	42	61	64	66	71	83	136	151	153	156	162	170	172	180	183	195
0	11	22	27	31	35	39	41	42	62	64	66	71	83	136	148	151	153	162	170	172	180	183	195
0	11	22	27	31	35	39	41	42	61	64	65	66	71	83	136	151	153	162	170	172	180	183	190
0	11	22	27	31	35	36	39	41	42	61	64	66	71	83	116	136	149	151	153	162	172	180	183
0	11	22	27	31	35	39	41	42	61	64	66	71	83	89	116	136	151	153	162	170	172	180	183
0	11	22	27	31	35	39	41	42	62	64	66	71	83	136	151	153	156	162	170	172	180	183	205
0	11	22	27	31	35	36	39	41	42	61	64	66	71	83	136	149	151	153	162	172	180	183	195
0	11	22	27	31	35	36	39	41	42	62	64	66	71	83	136	151	153	154	162	172	180	183	206
0	11	22	27	31	35	39	41	42	62	64	65	66	71	83	90	136	151	153	162	172	180	183	190
0	11	22	27	31	35	39	41	42	61	64	66	71	83	89	119	136	151	153	162	172	180	183	190
0	11	22	27	31	35	39	41	42	61	64	66	71	83	136	151	153	162	170	172	180	183	195	206
0	11	22	27	31	35	36	39	41	42	61	64	66	71	83	90	102	136	151	153	162	172	180	183
0	11	22	27	31	35	39	41	42	62	64	66	71	83	136	144	151	153	162	170	172	180	183	196
0	11	22	27	31	35	36	39	41	42	62	64	66	71	83	90	136	148	151	153	162	172	180	183
0	11	22	27	31	35	39	41	42	62	64	66	71	83	119	136	151	153	156	162	170	172	180	183
0	11	22	27	31	35	39	41	42	62	64	66	71	83	102	116	136	151	153	162	170	172	180	183
