0	22	27	31	33	35	36	39	41	42	66	83	114	136	148	151	153	162	172	180	183	195
0	22	27	31	35	36	39	41	42	64	66	71	83	136	151	153	162	172	180	183	195	196
0	22	31	33	35	36	39	41	42	64	66	83	84	114	116	136	151	162	172	180	183	196
0	27	34	35	39	40	41	42	53	66	71	83	84	114	151	153	154	157	170	172	180	183
0	22	31	33	35	36	39	41	42	64	66	83	84	101	116	136	151	162	172	180	183	196
0	22	31	35	36	39	41	42	64	66	83	94	101	136	151	153	162	172	180	183	195	196
0	22	31	35	36	39	41	42	64	66	83	94	102	114	136	151	153	162	172	180	183	195
0	22	31	33	35	36	39	41	42	64	66	71	83	84	116	136	151	162	172	180	183	196
0	27	35	36	39	40	41	42	53	64	66	71	83	84	102	114	116	151	162	172	180	183
0	22	31	33	35	36	39	41	42	64	66	83	101	136	151	153	162	172	180	183	195	196
0	22	31	33	35	39	41	42	64	66	71	83	136	151	153	154	162	170	172	180	183	206
0	22	27	31	35	39	41	42	64	66	83	101	136	151	153	154	156	162	170	172	180	183
0	22	27	31	35	39	41	42	66	83	89	94	114	136	151	153	154	162	170	172	180	183
0	22	27	31	33	35	36	39	41	42	66	83	101	116	136	148	151	153	162	172	180	183
0	22	27	31	33	35	36	39	41	42	65	66	83	114	136	151	153	162	172	180	183	195
0	27	35	39	40	41	42	53	66	71	83	84	114	151	153	154	157	162	170	172	180	183
0	27	34	35	36	39	40	41	42	53	64	66	71	83	84	102	114	151	172	180	183	195
0	22	27	31	35	36	39	41	42	64	66	83	89	114	136	151	153	162	172	180	183	205
0	27	35	36	39	40	41	42	53	64	66	71	83	84	114	151	162	172	180	183	195	196
0	22	27	31	35	39	41	42	66	71	83	94	136	151	153	154	157	162	170	172	180	183
0	27	34	35	36	39	40	41	42	53	64	66	71	83	84	114	151	172	180	183	195	196
0	22	31	33	35	36	39	41	42	64	66	83	84	102	114	116	136	151	162	172	180	183
0	22	27	31	35	36	39	41	42	64	66	83	84	89	114	136	144	151	162	172	180	183
0	27	34	35	39	40	41	42	53	66	71	83	84	89	114	151	153	154	170	172	180	183
0	22	31	35	36	39	41	42	64	66	83	94	114	136	149	151	153	162	172	180	183	195
0	22	27	31	35	36	39	41	42	66	71	83	94	136	144	151	153	157	162	172	180	183
0	22	31	35	36	39	41	42	64	66	71	83	94	102	136	151	153	162	172	180	183	195
0	22	27	31	35	39	41	42	64	66	83	89	114	136	151	153	154	162	170	172	180	183
0	22	31	35	39	41	42	64	66	83	84	94	114	136	151	154	157	162	170	172	180	183
0	22	27	31	35	36	39	41	42	64	66	83	89	114	136	144	151	153	162	172	180	183
0	22	31	33	35	39	41	42	64	66	71	83	84	136	151	154	162	170	172	180	183	206
0	22	31	35	36	39	41	42	64	66	83	94	114	136	151	153	162	172	180	183	195	196
0	22	27	31	35	39	41	42	66	71	83	89	94	136	151	153	154	162	170	172	180	183
0	22	31	33	35	36	39	41	42	64	66	83	101	102	116	136	151	153	162	172	180	183
0	22	31	35	39	41	42	64	66	71	83	84	94	136	151	154	157	162	170	172	180	183
0	22	31	35	36	39	41	42	64	66	83	84	94	101	102	136	151	162	172	180	183	195
0	22	31	35	36	39	41	42	64	66	83	84	94	102	114	136	151	162	172	180	183	195
0	22	31	35	36	39	41	42	64	66	83	94	114	116	136	151	153	162	172	180	183	196
0	22	27	31	33	35	39	41	42	66	83	89	101	136	151	153	154	162	170	172	180	183
0	22	27	31	35	36	39	41	42	64	66	83	84	101	136	151	162	172	180	183	195	196
0	22	31	33	35	36	39	41	42	64	66	83	101	136	144	151	153	162	172	180	183	206
0	22	31	35	36	39	41	42	64	66	83	94	101	136	149	151	153	162	172	180	183	195
0	22	31	33	35	36	39	41	42	64	66	83	84	114	136	144	151	162	172	180	183	206
0	22	31	33	35	39	41	42	64	66	83	84	89	114	136	151	154	162	170	172	180	183
0	22	27	31	35	36	39	41	42	66	71	83	94	136	151	153	156	162	172	180	183	205
0	22	31	33	35	39	41	42	64	66	83	84	114	136	151	154	162	170	172	180	183	206
0	22	31	35	36	39	41	42	64	66	71	83	84	94	102	116	136	151	162	172	180	183
0	22	31	35	39	41	42	64	66	83	84	94	114	136	151	154	162	170	172	180	183	206
0	22	27	31	35	36	39	41	42	64	66	83	84	102	114	136	151	162	172	180	183	195
0	22	31	33	35	36	39	41	42	64	66	71	83	136	148	151	153	162	172	180	183	195
0	22	31	35	36	39	41	42	64	66	71	83	84	94	136	149	151	162	172	180	183	195
0	22	27	31	35	36	39	41	42	64	65	66	83	84	114	136	151	162	172	180	183	205
0	22	31	35	36	39	41	42	64	66	83	84	94	101	136	151	162	172	180	183	195	196
0	22	31	35	36	39	41	42	64	66	83	84	94	101	136	149	151	162	172	180	183	195
0	22	31	33	35	39	41	42	64	66	83	84	89	101	136	151	154	162	170	172	180	183
0	22	31	33	35	39	41	42	64	66	71	83	136	151	153	154	157	162	170	172	180	183
0	22	27	31	33	35	36	39	41	42	65	66	83	114	116	136	151	153	162	172	180	183
0	22	27	31	35	36	39	41	42	64	66	83	84	101	102	136	151	162	172	180	183	195
0	22	31	33	35	39	41	42	64	66	83	89	114	136	151	153	154	162	170	172	180	183
0	27	35	36	39	40	41	42	53	66	71	83	84	114	144	151	153	157	162	172	180	183
0	22	27	31	33	35	39	41	42	66	83	114	136	151	153	154	162	170	172	180	183	196
0	22	31	35	36	39	41	42	64	66	83	84	94	114	136	149	151	162	172	180	183	195
0	22	27	31	35	36	39	41	42	66	83	89	94	114	136	144	151	153	162	172	180	183
0	22	31	33	35	36	39	41	42	64	66	71	83	136	144	151	153	162	172	180	183	206
0	27	35	36	39	40	41	42	53	66	71	83	84	114	149	151	153	162	172	180	183	195
0	22	31	33	35	36	39	41	42	64	66	83	84	114	136	148	151	162	172	180	183	195
0	27	34	35	36	39	40	41	42	53	66	71	83	84	114	149	151	153	172	180	183	195
0	22	27	31	35	39	41	42	64	66	83	89	101	136	151	153	154	162	170	172	180	183
0	22	27	31	33	35	36	39	41	42	66	71	83	102	136	151	153	162	172	180	183	195
0	27	34	35	36	39	40	41	42	53	66	71	83	84	114	144	151	153	157	172	180	183
0	27	34	35	36	39	40	41	42	53	64	66	71	83	84	114	116	151	172	180	183	196
0	22	31	33	35	39	41	42	64	66	71	83	84	90	136	149	151	162	170	172	180	183
0	22	27	31	35	39	41	42	64	66	71	83	84	89	136	151	154	162	170	172	180	183
0	22	31	33	35	36	39	41	42	64	66	83	84	101	136	144	151	162	172	180	183	206
0	22	27	31	35	36	39	41	42	64	66	83	101	102	136	151	153	162	172	180	183	195
0	22	31	35	39	41	42	64	66	71	83	84	90	94	136	149	151	162	170	172	180	183
0	22	27	31	35	36	39	41	42	66	83	94	101	136	151	153	162	172	180	183	195	196
0	27	34	35	36	39	40	41	42	53	64	66	71	83	84	102	114	116	151	172	180	183
0	22	27	31	35	36	39	41	42	66	83	94	102	114	136	151	153	162	172	180	183	195
0	22	27	31	35	36	39	41	42	64	66	83	114	136	151	153	162	172	180	183	195	196
0	27	35	39	40	41	42	53	64	66	71	83	84	114	151	154	162	170	172	180	183	206
0	27	35	36	39	40	41	42	53	64	66	71	83	84	114	116	151	162	172	180	183	196
0	22	31	35	36	39	41	42	64	66	83	84	94	114	136	151	162	172	180	183	195	196
0	22	31	33	35	36	39	41	42	64	66	71	83	89	136	144	151	153	162	172	180	183
0	22	27	31	33	35	36	39	41	42	66	83	101	102	136	151	153	162	172	180	183	195
0	22	27	31	35	39	41	42	64	66	83	84	114	136	151	154	157	162	170	172	180	183
0	22	31	35	36	39	41	42	64	66	83	84	94	102	114	116	136	151	162	172	180	183
0	22	27	31	35	36	39	41	42	66	83	94	114	136	151	153	162	172	180	183	195	206
0	22	27	31	35	36	39	41	42	64	66	71	83	84	136	151	162	172	180	183	195	196
0	27	34	35	39	40	41	42	53	64	66	71	83	84	114	151	154	170	172	180	183	206
0	22	31	33	35	36	39	41	42	64	66	83	84	101	136	148	151	162	172	180	183	195
0	22	31	33	35	39	41	42	64	66	83	89	101	136	151	153	154	162	170	172	180	183
0	27	34	35	36	39	40	41	42	53	66	71	83	84	102	114	151	153	172	180	183	195
0	22	31	35	36	39	41	42	64	66	83	84	89	94	101	136	151	162	172	180	183	205
0	22	31	35	36	39	41	42	64	66	83	94	114	116	136	149	151	153	162	172	180	183
0	22	31	35	36	39	41	42	64	66	71	83	84	94	136	151	156	162	172	180	183	205
0	22	27	31	35	36	39	41	42	66	71	83	94	136	149	151	153	162	172	180	183	195
0	27	35	36	39	40	41	42	53	64	66	71	83	84	114	151	157	162	172	180	183	205
0	22	27	31	35	36	39	41	42	65	66	83	94	114	136	151	153	162	172	180	183	205
0	27	34	35	36	39	40	41	42	53	66	71	83	84	114	151	153	172	180	183	195	196
0	27	35	36	39	40	41	42	53	66	71	83	84	114	151	153	156	162	172	180	183	205
0	22	31	33	35	36	39	41	42	64	66	83	101	116	136	151	153	162	172	180	183	196
0	27	35	39	40	41	42	53	64	66	71	83	84	89	114	151	154	162	170	172	180	183
0	22	31	35	36	39	41	42	64	66	83	94	102	114	116	136	151	153	162	172	180	183
0	22	27	31	35	36	39	41	42	64	66	83	102	114	136	151	153	162	172	180	183	195
0	22	27	31	35	36	39	41	42	66	71	83	94	102	136	151	153	162	172	180	183	195
0	22	31	35	36	39	41	42	64	66	71	83	84	94	136	151	162	172	180	183	195	196
0	22	27	31	35	39	41	42	66	83	89	94	101	136	151	153	154	162	170	172	180	183
0	22	31	33	35	36	39	41	42	64	66	83	114	116	136	151	153	162	172	180	183	196
0	22	31	35	36	39	41	42	64	66	71	83	94	136	151	153	162	172	180	183	195	196
0	22	27	31	35	39	41	42	64	66	83	84	101	136	151	154	157	162	170	172	180	183
0	27	35	36	39	40	41	42	53	66	71	83	84	102	114	151	153	162	172	180	183	195
0	22	31	35	39	41	42	64	66	83	94	114	136	151	153	154	162	170	172	180	183	206
0	22	31	33	35	39	41	42	64	66	83	84	101	136	151	154	157	162	170	172	180	183
0	22	27	31	35	36	39	41	42	64	66	83	101	136	151	153	157	162	172	180	183	205
0	22	31	35	36	39	41	42	64	66	83	84	94	101	102	116	136	151	162	172	180	183
0	22	27	31	35	36	39	41	42	66	71	83	94	116	136	151	153	162	172	180	183	196
0	22	31	35	36	39	41	42	64	66	71	83	94	136	149	151	153	162	172	180	183	195
0	22	31	33	35	36	39	41	42	64	66	71	83	84	136	148	151	162	172	180	183	195
0	27	34	35	36	39	40	41	42	53	66	71	83	84	114	116	151	153	172	180	183	196
0	27	34	35	36	39	40	41	42	53	64	66	71	83	84	114	151	157	172	180	183	205
0	22	31	35	36	39	41	42	64	66	83	94	101	102	116	136	151	153	162	172	180	183
0	27	35	36	39	40	41	42	53	66	71	83	84	114	151	153	162	172	180	183	195	196
0	22	27	31	35	36	39	41	42	64	65	66	83	114	136	151	153	162	172	180	183	205
0	27	34	35	36	39	40	41	42	53	66	71	83	84	114	151	153	156	172	180	183	205
0	22	31	35	36	39	41	42	64	66	83	94	101	116	136	149	151	153	162	172	180	183
0	22	27	31	35	39	41	42	64	66	83	89	90	114	136	151	153	162	170	172	180	183
0	22	27	31	35	36	39	41	42	65	66	71	83	94	136	151	153	162	172	180	183	205
0	27	35	36	39	40	41	42	53	65	66	71	83	84	114	151	153	162	172	180	183	205
0	22	31	35	36	39	41	42	64	66	71	83	94	136	151	153	156	162	172	180	183	205
0	22	31	35	36	39	41	42	64	66	83	84	94	101	136	151	156	162	172	180	183	205
0	22	27	31	33	35	36	39	41	42	66	83	114	136	151	153	162	172	180	183	205	206
0	22	27	31	35	39	41	42	66	71	83	90	94	136	151	153	157	162	170	172	180	183
0	22	27	31	35	36	39	41	42	64	65	66	83	84	101	136	151	162	172	180	183	205
0	22	27	31	35	36	39	41	42	64	66	83	114	136	151	153	156	162	172	180	183	205
0	22	27	31	35	36	39	41	42	64	66	83	84	101	102	116	136	151	162	172	180	183
0	22	31	33	35	36	39	41	42	64	66	71	83	116	136	151	153	162	172	180	183	196
0	22	31	35	36	39	41	42	64	66	83	84	89	94	114	136	151	162	172	180	183	205
0	27	35	39	40	41	42	53	66	71	83	84	102	114	119	151	153	162	172	180	183	190
0	22	27	31	35	36	39	41	42	64	66	83	84	102	114	116	136	151	162	172	180	183
0	27	34	35	36	39	40	41	42	53	65	66	71	83	84	114	151	153	172	180	183	205
0	22	27	31	33	35	36	39	41	42	65	66	71	83	136	151	153	162	172	180	183	205
0	22	27	31	35	39	41	42	64	66	71	83	89	90	136	151	153	162	170	172	180	183
0	22	31	33	35	39	41	42	64	66	83	90	101	136	151	153	162	170	172	180	183	206
0	22	31	33	35	36	39	41	42	64	66	83	101	136	151	153	157	162	172	180	183	205
0	22	31	33	35	39	41	42	64	66	83	84	90	101	136	151	162	170	172	180	183	206
0	22	27	31	33	35	36	39	41	42	66	83	89	114	136	151	153	162	172	180	183	205
0	22	31	33	35	36	39	41	42	64	66	83	114	136	151	153	157	162	172	180	183	205
0	22	31	35	36	39	41	42	64	66	71	83	94	136	151	153	162	172	180	183	205	206
0	22	27	31	35	36	39	41	42	64	65	66	71	83	136	151	153	162	172	180	183	205
0	22	31	33	35	39	41	42	64	66	83	84	101	136	151	154	162	170	172	180	183	206
0	27	34	35	36	39	40	41	42	53	64	66	71	83	84	89	114	151	172	180	183	205
0	22	31	35	36	39	41	42	64	66	83	89	94	101	136	151	153	162	172	180	183	205
0	22	27	31	35	36	39	41	42	64	65	66	71	83	84	136	151	162	172	180	183	205
0	22	31	35	39	41	42	64	66	71	83	84	90	94	136	151	157	162	170	172	180	183
0	22	27	31	35	36	39	41	42	66	71	83	94	136	151	153	157	162	172	180	183	205
0	22	27	31	35	36	39	41	42	64	66	83	84	114	136	151	156	162	172	180	183	205
0	22	27	31	35	36	39	41	42	65	66	83	94	101	136	151	153	162	172	180	183	205
0	22	31	35	39	41	42	64	66	83	84	90	94	101	136	151	157	162	170	172	180	183
0	22	27	31	35	36	39	41	42	64	66	83	84	101	136	151	156	162	172	180	183	205
0	22	27	31	35	36	39	41	42	66	83	94	114	136	151	153	156	162	172	180	183	205
0	27	35	39	40	41	42	53	66	71	83	84	89	90	114	151	153	162	170	172	180	183
0	22	27	31	33	35	36	39	41	42	65	66	83	101	136	151	153	162	172	180	183	205
0	22	27	31	35	39	41	42	64	66	83	84	89	90	114	136	151	162	170	172	180	183
0	22	31	33	35	36	39	41	42	64	66	71	83	136	151	153	157	162	172	180	183	205
0	22	31	33	35	39	41	42	64	66	71	83	90	136	151	153	162	170	172	180	183	206
0	22	27	31	35	39	41	42	64	66	83	90	114	136	151	153	157	162	170	172	180	183
0	22	31	33	35	36	39	41	42	64	66	83	84	89	114	136	151	162	172	180	183	205
0	27	34	35	39	40	41	42	53	66	71	83	84	90	114	151	153	157	170	172	180	183
0	22	31	33	35	39	41	42	64	66	83	90	114	136	151	153	162	170	172	180	183	206
0	22	31	33	35	36	39	41	42	64	65	66	71	83	84	136	151	162	172	180	183	205
0	22	27	31	35	39	41	42	64	66	83	84	89	90	101	136	151	162	170	172	180	183
0	22	31	35	36	39	41	42	64	66	83	84	94	114	136	151	156	162	172	180	183	205
0	22	27	31	35	39	41	42	66	71	83	89	90	94	136	151	153	162	170	172	180	183
0	22	31	33	35	39	41	42	64	66	71	83	84	90	136	151	162	170	172	180	183	206
0	22	27	31	35	36	39	41	42	64	65	66	83	101	136	151	153	162	172	180	183	205
0	22	31	35	39	41	42	64	66	71	83	90	94	136	151	153	157	162	170	172	180	183
0	22	27	31	33	35	36	39	41	42	66	83	101	136	151	153	162	172	180	183	205	206
0	22	27	31	35	36	39	41	42	66	83	94	101	136	151	153	156	162	172	180	183	205
0	22	27	31	35	39	41	42	66	83	89	90	94	114	136	151	153	162	170	172	180	183
0	22	31	35	36	39	41	42	64	66	83	84	94	114	116	136	149	151	162	172	180	183
0	27	35	39	40	41	42	53	66	71	83	84	90	114	151	153	157	162	170	172	180	183
0	22	31	33	35	39	41	42	64	66	83	84	90	114	136	151	162	170	172	180	183	206
0	22	27	31	35	36	39	41	42	64	66	71	83	84	136	151	156	162	172	180	183	205
0	27	34	35	39	40	41	42	53	66	71	83	84	89	90	114	151	153	170	172	180	183
0	22	31	35	36	39	41	42	64	66	83	94	101	136	151	153	162	172	180	183	205	206
0	27	35	36	39	40	41	42	53	66	71	83	84	89	114	151	153	162	172	180	183	205
0	22	27	31	35	39	41	42	64	66	83	90	101	136	151	153	156	162	170	172	180	183
0	22	31	35	36	39	41	42	64	66	71	83	94	136	151	153	157	162	172	180	183	205
0	22	31	33	35	36	39	41	42	64	66	71	83	84	136	151	157	162	172	180	183	205
0	22	31	35	36	39	41	42	64	66	83	94	101	136	151	153	157	162	172	180	183	205
0	22	27	31	35	36	39	41	42	64	66	83	102	114	116	136	151	153	162	172	180	183
0	27	34	35	36	39	40	41	42	53	66	71	83	84	89	114	151	153	172	180	183	205
0	22	31	35	36	39	41	42	64	66	83	94	114	136	151	153	157	162	172	180	183	205
0	22	27	31	35	36	39	41	42	64	66	83	114	136	151	153	157	162	172	180	183	205
0	22	27	31	35	36	39	41	42	66	83	94	101	136	151	153	157	162	172	180	183	205
0	22	27	31	35	36	39	41	42	64	66	83	84	101	116	136	151	162	172	180	183	196
0	22	31	35	36	39	41	42	64	66	83	84	94	101	136	151	157	162	172	180	183	205
0	22	31	33	35	36	39	41	42	64	66	83	114	136	151	153	162	172	180	183	205	206
0	22	27	31	35	36	39	41	42	64	66	83	84	89	101	136	151	162	172	180	183	205
0	22	31	35	36	39	41	42	64	66	71	83	84	94	116	136	151	162	172	180	183	196
0	22	27	31	35	36	39	41	42	64	66	71	83	89	136	151	153	162	172	180	183	205
0	22	31	35	36	39	41	42	64	66	83	84	94	114	136	151	162	172	180	183	205	206
0	22	27	31	35	36	39	41	42	64	66	83	101	102	116	136	151	153	162	172	180	183
0	22	27	31	33	35	36	39	41	42	66	83	89	101	136	151	153	162	172	180	183	205
0	22	31	35	36	39	41	42	64	66	83	84	94	101	136	151	162	172	180	183	205	206
0	22	27	31	35	36	39	41	42	64	66	71	83	84	136	151	157	162	172	180	183	205
0	22	27	31	33	35	36	39	41	42	66	71	83	89	136	151	153	162	172	180	183	205
0	22	27	31	35	36	39	41	42	64	66	71	83	136	151	153	156	162	172	180	183	205
0	22	31	35	36	39	41	42	64	66	71	83	84	94	136	151	157	162	172	180	183	205
0	22	31	35	36	39	41	42	64	66	83	84	94	101	116	136	149	151	162	172	180	183
0	22	27	31	35	36	39	41	42	66	83	94	101	102	116	136	151	153	162	172	180	183
0	22	31	33	35	36	39	41	42	64	66	83	101	136	151	153	162	172	180	183	205	206
0	22	27	31	35	36	39	41	42	64	66	83	89	101	136	151	153	162	172	180	183	205
0	22	27	31	35	36	39	41	42	64	66	83	84	89	114	136	151	162	172	180	183	205
0	22	31	33	35	36	39	41	42	64	66	71	83	84	136	151	162	172	180	183	205	206
0	22	27	31	35	36	39	41	42	64	66	71	83	102	116	136	151	153	162	172	180	183
0	22	31	33	35	36	39	41	42	64	66	83	84	114	136	151	162	172	180	183	205	206
0	22	27	31	35	36	39	41	42	66	83	94	114	116	136	151	153	162	172	180	183	196
0	22	27	31	35	39	41	42	64	66	83	84	89	114	136	151	154	162	170	172	180	183
0	27	34	35	36	39	40	41	42	53	66	71	83	84	114	151	153	157	172	180	183	205
0	22	27	31	35	36	39	41	42	66	83	89	94	114	136	151	153	162	172	180	183	205
0	22	27	31	35	36	39	41	42	64	66	71	83	84	102	116	136	151	162	172	180	183
0	27	35	36	39	40	41	42	53	66	71	83	84	114	151	153	157	162	172	180	183	205
0	22	27	31	35	36	39	41	42	66	71	83	89	94	136	151	153	162	172	180	183	205
0	22	31	33	35	36	39	41	42	64	66	83	84	101	136	151	162	172	180	183	205	206
0	22	27	31	35	36	39	41	42	64	66	83	84	114	116	136	151	162	172	180	183	196
0	22	31	33	35	36	39	41	42	64	66	71	83	136	151	153	162	172	180	183	205	206
0	22	31	35	36	39	41	42	64	66	83	94	114	136	151	153	162	172	180	183	205	206
0	27	35	39	40	41	42	53	66	71	83	84	102	114	151	153	162	170	172	180	183	205
0	22	27	31	33	35	36	39	41	42	66	83	89	114	136	151	153	162	172	180	183	195
0	22	31	35	36	39	41	42	64	66	71	83	94	136	151	153	162	172	180	183	195	206
0	22	27	31	35	36	39	41	42	64	66	83	84	114	136	151	157	162	172	180	183	205
0	22	31	33	35	36	39	41	42	64	66	83	89	114	136	151	153	162	172	180	183	205
0	22	27	31	35	39	41	42	66	83	94	114	136	151	153	154	156	162	170	172	180	183
0	27	35	36	39	40	41	42	53	64	66	71	83	84	114	151	162	172	180	183	205	206
0	22	31	33	35	36	39	41	42	64	66	83	84	89	101	136	151	162	172	180	183	205
0	27	34	35	36	39	40	41	42	53	66	71	83	84	114	151	153	156	172	180	183	195
0	27	34	35	36	39	40	41	42	53	64	66	71	83	84	114	151	172	180	183	205	206
0	22	27	31	33	35	36	39	41	42	66	83	114	136	151	153	162	172	180	183	196	205
0	22	27	31	33	35	36	39	41	42	66	83	101	136	151	153	162	172	180	183	196	205
0	22	31	35	36	39	41	42	64	66	83	84	94	101	116	136	151	162	172	180	183	196
0	22	31	33	35	36	39	41	42	64	66	71	83	89	136	151	153	162	172	180	183	205
0	22	31	33	35	36	39	41	42	64	66	71	83	84	89	136	151	162	172	180	183	205
0	27	35	36	39	40	41	42	53	66	71	83	84	102	114	116	151	153	162	172	180	183
0	22	27	31	33	35	36	39	41	42	66	71	83	136	151	153	162	172	180	183	196	205
0	22	31	35	36	39	41	42	64	66	71	83	94	116	136	151	153	162	172	180	183	196
0	22	31	33	35	36	39	41	42	64	66	83	84	114	136	151	157	162	172	180	183	205
0	22	27	31	35	36	39	41	42	66	71	83	94	102	116	136	151	153	162	172	180	183
0	22	31	35	36	39	41	42	64	66	71	83	89	94	136	151	153	162	172	180	183	205
0	22	27	31	35	36	39	41	42	64	66	83	114	116	136	151	153	162	172	180	183	196
0	22	31	33	35	36	39	41	42	64	66	83	89	101	136	151	153	162	172	180	183	205
0	22	31	35	36	39	41	42	64	66	83	89	94	101	136	144	151	153	162	172	180	183
0	22	31	33	35	36	39	41	42	64	66	83	114	136	144	151	153	157	162	172	180	183
0	22	27	31	35	36	39	41	42	65	66	83	94	114	136	151	153	162	172	180	183	195
0	27	34	35	39	40	41	42	53	65	66	71	83	84	114	151	153	154	170	172	180	183
0	22	27	31	35	36	39	41	42	66	83	94	102	114	116	136	151	153	162	172	180	183
0	22	27	31	35	36	39	41	42	66	83	94	114	136	151	153	157	162	172	180	183	205
0	27	34	35	36	39	40	41	42	53	64	66	71	83	84	114	144	151	157	172	180	183
0	27	35	36	39	40	41	42	53	64	66	71	83	84	114	144	151	157	162	172	180	183
0	27	35	36	39	40	41	42	53	66	71	83	84	114	116	151	153	162	172	180	183	196
0	22	27	31	35	36	39	41	42	64	66	71	83	84	89	136	151	162	172	180	183	205
0	22	27	31	33	35	36	39	41	42	66	83	101	102	116	136	151	153	162	172	180	183
0	22	31	35	36	39	41	42	64	66	71	83	84	89	94	136	151	162	172	180	183	205
0	22	31	35	36	39	41	42	64	66	83	84	94	114	136	151	157	162	172	180	183	205
0	22	31	33	35	36	39	41	42	64	66	83	84	101	136	151	157	162	172	180	183	205
0	22	27	31	35	36	39	41	42	66	83	94	101	116	136	151	153	162	172	180	183	196
0	27	35	36	39	40	41	42	53	64	66	71	83	84	89	114	151	162	172	180	183	205
0	22	31	35	36	39	41	42	64	66	83	84	94	114	116	136	151	162	172	180	183	196
0	22	31	33	35	39	41	42	64	66	71	83	84	136	151	154	157	162	170	172	180	183
0	27	34	35	36	39	40	41	42	53	64	66	71	83	84	114	149	151	172	180	183	195
